batsman,Bangalore,Chennai,Delhi,Hyderabad,Jaipur,Kochi,Kolkata,Mohali,Mumbai,Pune,Rajkot
CJ Anderson,2.0,2.0,6.0,0.0,2.0,0.0,2.0,0.0,8.0,2.0,2.0
CJ Ferguson,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0
CJ Jordan,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ McKay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CK Kapugedera,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CK Langeveldt,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
CL White,5.0,3.0,5.0,19.0,2.0,0.0,3.0,2.0,5.0,1.0,0.0
CM Gautam,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0
CR Brathwaite,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CR Woakes,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
CRD Fernando,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
D Kalyankrishna,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D Salunkhe,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
D Wiese,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
D du Preez,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DA Miller,6.0,3.0,5.0,7.0,2.0,0.0,6.0,27.0,4.0,2.0,2.0
DA Warner,9.0,8.0,32.0,31.0,3.0,0.0,10.0,6.0,9.0,4.0,2.0
DAJ Bracewell,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB Das,0.0,3.0,2.0,0.0,3.0,0.0,7.0,2.0,4.0,1.0,0.0
DB Ravi Teja,0.0,2.0,3.0,12.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0
DE Bollinger,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
DH Yagnik,1.0,1.0,0.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0
DJ Bravo,5.0,22.0,5.0,8.0,4.0,0.0,2.0,6.0,18.0,3.0,8.0
DJ Harris,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Hooda,3.0,1.0,1.0,10.0,6.0,0.0,2.0,2.0,3.0,1.0,1.0
DJ Hussey,3.0,6.0,2.0,6.0,4.0,0.0,13.0,20.0,4.0,3.0,0.0
DJ Jacobs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0
DJ Muthuswami,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Thornely,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
DJG Sammy,2.0,3.0,0.0,8.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0
DL Chahar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DL Vettori,8.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
DM Bravo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DNT Zoysa,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DP Nannes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DP Vijaykumar,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPMD Jayawardene,5.0,5.0,20.0,7.0,5.0,4.0,6.0,16.0,6.0,4.0,0.0
DR Martyn,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DR Smith,4.0,19.0,6.0,10.0,5.0,0.0,4.0,4.0,19.0,1.0,16.0
DS Kulkarni,0.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,2.0,0.0,4.0
DS Lehmann,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DT Christian,0.0,3.0,2.0,7.0,1.0,0.0,1.0,1.0,5.0,11.0,0.0
DT Patil,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
DW Steyn,1.0,4.0,1.0,10.0,3.0,0.0,3.0,3.0,6.0,1.0,0.0
EJG Morgan,7.0,4.0,3.0,11.0,3.0,1.0,11.0,2.0,3.0,0.0,0.0
ER Dwivedi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
F Behardien,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
F du Plessis,5.0,19.0,3.0,2.0,1.0,0.0,3.0,4.0,5.0,4.0,0.0
FH Edwards,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FY Fazal,0.0,0.0,1.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0
G Gambhir,10.0,8.0,33.0,11.0,7.0,1.0,48.0,10.0,12.0,4.0,2.0
GB Hogg,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
GC Smith,2.0,1.0,5.0,3.0,13.0,0.0,0.0,2.0,1.0,2.0,0.0
GD McGrath,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GH Vihari,1.0,2.0,1.0,12.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0
GJ Bailey,5.0,3.0,3.0,3.0,1.0,0.0,3.0,11.0,4.0,3.0,0.0
GJ Maxwell,5.0,1.0,4.0,5.0,2.0,0.0,5.0,24.0,5.0,1.0,3.0
GR Napier,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Gurkeerat Singh,2.0,2.0,2.0,3.0,0.0,0.0,1.0,12.0,0.0,1.0,1.0
H Das,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HH Gibbs,1.0,5.0,1.0,21.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0
HH Pandya,4.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,14.0,4.0,2.0
HM Amla,4.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,1.0
HV Patel,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harbhajan Singh,5.0,6.0,6.0,3.0,6.0,0.0,2.0,7.0,42.0,4.0,1.0
Harmeet Singh,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Harpreet Singh,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
I Malhotra,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I Sharma,0.0,2.0,0.0,4.0,3.0,0.0,3.0,2.0,3.0,0.0,0.0
IC Pandey,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IK Pathan,6.0,6.0,23.0,6.0,4.0,0.0,4.0,21.0,7.0,4.0,1.0
IR Jaggi,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
Imran Tahir,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Iqbal Abdulla,3.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0
Ishan Kishan,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0
J Arunkumar,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
J Botha,1.0,0.0,7.0,4.0,9.0,1.0,1.0,3.0,1.0,1.0,0.0
J Suchith,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
J Syed Mohammad,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
J Theron,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
J Yadav,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JA Morkel,8.0,26.0,8.0,2.0,8.0,2.0,3.0,4.0,5.0,1.0,0.0
JC Buttler,3.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,9.0,4.0,2.0
JD Ryder,4.0,2.0,1.0,2.0,1.0,0.0,3.0,3.0,2.0,11.0,0.0
JD Unadkat,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
JDP Oram,1.0,5.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
JDS Neesham,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JE Taylor,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
JEC Franklin,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,11.0,1.0,0.0
JH Kallis,17.0,10.0,10.0,9.0,9.0,1.0,25.0,4.0,9.0,1.0,0.0
JJ Bumrah,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
JJ Roy,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
JJ van der Wath,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
JM Kemp,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JO Holder,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
JP Duminy,4.0,3.0,25.0,11.0,4.0,0.0,4.0,5.0,13.0,3.0,1.0
JP Faulkner,2.0,2.0,3.0,2.0,19.0,0.0,1.0,4.0,1.0,3.0,8.0
JR Hopes,2.0,4.0,5.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0
Jaskaran Singh,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Joginder Sharma,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
K Goel,1.0,3.0,1.0,0.0,2.0,0.0,2.0,6.0,1.0,0.0,0.0
K Rabada,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K Upadhyay,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KA Pollard,8.0,6.0,7.0,1.0,8.0,0.0,5.0,9.0,59.0,7.0,2.0
KAJ Roach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
KB Arun Karthik,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
KC Cariappa,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KC Sangakkara,4.0,4.0,6.0,18.0,4.0,0.0,7.0,16.0,6.0,3.0,0.0
KD Karthik,11.0,6.0,29.0,9.0,5.0,0.0,7.0,19.0,26.0,4.0,18.0
KH Pandya,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,9.0,2.0,1.0
KJ Abbott,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
KK Cooper,0.0,0.0,2.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0
KK Nair,2.0,3.0,18.0,3.0,12.0,0.0,2.0,3.0,3.0,1.0,3.0
KL Rahul,9.0,1.0,2.0,8.0,2.0,0.0,1.0,2.0,3.0,0.0,2.0
KM Jadhav,11.0,2.0,21.0,6.0,0.0,2.0,4.0,3.0,4.0,2.0,2.0
KMDN Kulasekara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
KP Appanna,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
KP Pietersen,5.0,2.0,10.0,4.0,3.0,0.0,1.0,2.0,5.0,4.0,0.0
KS Williamson,0.0,0.0,2.0,8.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0
KV Sharma,2.0,3.0,0.0,13.0,3.0,0.0,5.0,2.0,4.0,2.0,0.0
KW Richardson,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Kamran Akmal,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
Kamran Khan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karanveer Singh,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
Kuldeep Yadav,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
L Ablish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
L Balaji,2.0,5.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
L Ronchi,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LA Carseldine,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
LA Pomersbach,3.0,2.0,1.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0
LH Ferguson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LJ Wright,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
LMP Simmons,2.0,4.0,2.0,1.0,2.0,0.0,3.0,1.0,12.0,2.0,0.0
LPC Silva,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LR Shukla,2.0,4.0,4.0,4.0,6.0,0.0,8.0,1.0,3.0,1.0,0.0
LRPL Taylor,11.0,3.0,11.0,6.0,7.0,1.0,3.0,1.0,5.0,6.0,0.0
M Ashwin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M Kaif,4.0,1.0,4.0,2.0,4.0,0.0,0.0,5.0,2.0,0.0,0.0
M Kartik,1.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0
M Klinger,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
M Manhas,4.0,5.0,6.0,4.0,4.0,0.0,0.0,5.0,3.0,7.0,0.0
M Morkel,1.0,1.0,8.0,0.0,4.0,0.0,2.0,1.0,2.0,1.0,0.0
M Muralitharan,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
M Ntini,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
M Rawat,2.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0
M Vijay,8.0,28.0,11.0,6.0,9.0,2.0,3.0,16.0,11.0,3.0,2.0
M Vohra,3.0,2.0,3.0,7.0,0.0,0.0,4.0,17.0,1.0,2.0,2.0
M de Lange,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA Agarwal,12.0,2.0,12.0,6.0,2.0,1.0,0.0,3.0,7.0,3.0,0.0
MA Khote,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MA Starc,7.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MC Henriques,9.0,1.0,2.0,21.0,2.0,0.0,5.0,2.0,4.0,2.0,2.0
MC Juneja,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MD Mishra,1.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
MDKJ Perera,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MEK Hussey,4.0,24.0,4.0,2.0,7.0,2.0,1.0,2.0,11.0,1.0,0.0
MF Maharoof,1.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0
MG Johnson,1.0,2.0,1.0,1.0,2.0,0.0,2.0,8.0,8.0,1.0,0.0
MJ Clarke,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0
MJ Guptill,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0
MJ Lumb,0.0,0.0,1.0,0.0,7.0,0.0,1.0,2.0,1.0,0.0,0.0
MJ McClenaghan,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0
MK Pandey,13.0,4.0,7.0,10.0,5.0,0.0,24.0,5.0,10.0,15.0,2.0
MK Tiwary,6.0,6.0,17.0,4.0,2.0,1.0,22.0,4.0,6.0,10.0,1.0
ML Hayden,2.0,15.0,2.0,2.0,4.0,0.0,1.0,2.0,4.0,0.0,0.0
MM Patel,1.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0
MM Sharma,3.0,3.0,2.0,2.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0
MN Samuels,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0
MN van Wyk,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
MP Stoinis,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0
MR Marsh,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0
MS Bisla,6.0,1.0,2.0,2.0,4.0,0.0,15.0,7.0,2.0,0.0,0.0
MS Dhoni,12.0,56.0,11.0,7.0,10.0,2.0,6.0,8.0,11.0,18.0,2.0
MS Gony,0.0,5.0,2.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0
MS Wade,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MV Boucher,10.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0
Mandeep Singh,11.0,3.0,3.0,5.0,2.0,0.0,6.0,21.0,2.0,4.0,1.0
Mashrafe Mortaza,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Misbah-ul-Haq,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Mohammad Ashraful,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammad Asif,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mohammad Hafeez,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0
Mohammad Nabi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammed Shami,1.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
N Rana,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,2.0
N Saini,1.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
ND Doshi,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NJ Maddinson,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NJ Rimmington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NL McCullum,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NLTC Perera,3.0,1.0,3.0,8.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0
NM Coulter-Nile,0.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
NS Naik,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NV Ojha,5.0,4.0,19.0,22.0,20.0,0.0,6.0,4.0,8.0,4.0,1.0
Niraj Patel,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
OA Shah,2.0,2.0,0.0,2.0,9.0,1.0,3.0,2.0,1.0,0.0,0.0
P Awana,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
P Dogra,0.0,0.0,1.0,1.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0
P Kumar,7.0,5.0,3.0,11.0,2.0,0.0,4.0,14.0,5.0,2.0,4.0
P Negi,6.0,6.0,8.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0
P Parameswaran,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P Sahu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
PA Patel,18.0,17.0,9.0,17.0,7.0,5.0,8.0,6.0,21.0,6.0,2.0
PA Reddy,2.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PC Valthaty,1.0,1.0,2.0,1.0,1.0,0.0,2.0,13.0,0.0,2.0,0.0
PD Collingwood,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
PJ Cummins,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
PJ Sangwan,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0
PM Sarvesh Kumar,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP Chawla,1.0,5.0,5.0,7.0,5.0,0.0,9.0,30.0,2.0,1.0,0.0
PP Ojha,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0
PR Shah,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
