batsman,Bangalore,Chennai,Delhi,Hyderabad,Jaipur,Kochi,Kolkata,Mohali,Mumbai,Pune,Rajkot
AUK Pathan,14.0,0.0,0.0,4.0,0.0,12.0,0.0,4.5,0.0,0.0,0.0
Abdur Razzak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anirudh Singh,0.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Ankit Sharma,3.0,15.0,0.0,1.0,11.0,0.0,1.0,0.0,1.0,0.0,25.0
Ankit Soni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Anureet Singh,0.0,10.0,8.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azhar Mahmood,33.0,8.0,18.0,16.333333333333332,6.0,0.0,0.0,25.333333333333332,10.0,0.0,0.0
B Akhil,12.0,4.0,12.0,27.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
B Chipli,0.0,11.666666666666666,8.0,39.333333333333336,0.0,0.0,24.0,14.0,4.5,23.0,0.0
B Kumar,3.6666666666666665,24.0,0.0,12.6,0.0,0.0,4.5,1.0,8.0,6.8,0.0
B Laughlin,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B Lee,9.0,0.0,10.0,0.0,10.0,1.0,17.0,13.0,18.0,0.0,0.0
B Sumanth,0.0,16.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BA Bhatt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
BA Stokes,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,31.22222222222222,25.0
BAW Mendis,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BB McCullum,21.6,26.1,18.6,19.428571428571427,10.0,31.5,37.55555555555556,46.0,31.857142857142858,34.0,26.705882352941178
BB Samantray,2.0,0.0,0.0,16.5,55.0,0.0,0.0,0.0,0.0,2.0,0.0
BB Sran,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
BCJ Cutting,55.0,0.0,8.0,7.5,0.0,0.0,0.0,18.0,20.0,0.0,8.0
BE Hendricks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BJ Haddin,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
BJ Hodge,12.0,37.0,28.0,24.75,31.53846153846154,35.0,36.55555555555556,21.4,62.0,37.5,0.0
BJ Rohrer,32.0,0.0,27.6,0.0,0.0,0.0,10.0,0.0,0.0,13.0,0.0
BMAJ Mendis,0.0,12.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BR Dunk,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0
Basil Thampi,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0
Bipul Sharma,5.0,0.0,0.0,51.0,0.0,0.0,16.0,15.0,0.0,43.0,27.0
C Madan,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C Munro,0.0,0.0,0.0,16.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0
C Nanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C de Grandhomme,31.0,0.0,1.0,0.0,0.0,0.0,11.75,11.0,0.0,36.0,0.0
CA Ingram,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0
CA Lynn,32.5,0.0,0.0,6.0,0.0,0.0,47.75,84.0,32.0,0.0,0.0
CA Pujara,7.0,0.0,11.0,17.333333333333332,0.0,0.0,36.0,39.5,19.0,0.0,0.0
CH Gayle,40.95348837209303,31.75,33.25,14.333333333333334,30.8,0.0,39.083333333333336,63.857142857142854,74.8,0.0,25.0
CH Morris,0.0,24.0,25.857142857142858,0.0,30.5,0.0,11.0,17.0,10.0,43.0,82.0
CJ Anderson,12.0,22.0,27.75,0.0,145.0,0.0,10.0,0.0,24.285714285714285,5.0,24.0
CJ Ferguson,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,17.5,0.0
CJ Jordan,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ McKay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
CK Kapugedera,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
CK Langeveldt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
CL White,33.0,28.5,35.0,27.11764705882353,5.0,0.0,16.666666666666668,15.0,33.333333333333336,74.0,0.0
CM Gautam,30.0,9.0,16.0,0.0,0.0,0.0,8.0,0.0,24.666666666666668,0.0,0.0
CR Brathwaite,0.0,0.0,12.4,10.0,0.0,0.0,0.0,12.0,0.0,0.0,11.0
CR Woakes,0.0,0.0,3.0,1.0,0.0,0.0,24.0,8.0,9.0,1.0,0.0
CRD Fernando,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
D Kalyankrishna,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D Salunkhe,0.0,0.0,26.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
D Wiese,26.5,12.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
D du Preez,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
DA Miller,19.5,92.0,80.5,34.4,15.5,0.0,16.4,40.94444444444444,29.333333333333332,37.0,23.0
DA Warner,39.125,29.75,27.161290322580644,46.92857142857143,25.5,0.0,55.0,30.285714285714285,45.857142857142854,40.333333333333336,162.0
DAJ Bracewell,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB Das,0.0,49.0,19.0,0.0,18.0,0.0,14.8,35.0,29.0,15.0,0.0
DB Ravi Teja,0.0,20.0,12.666666666666666,17.88888888888889,7.0,0.0,12.0,70.0,2.5,30.0,0.0
DE Bollinger,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
DH Yagnik,2.0,4.0,0.0,0.0,18.0,0.0,0.0,10.0,34.0,12.0,0.0
DJ Bravo,11.0,33.5,34.333333333333336,20.428571428571427,24.5,0.0,17.5,44.75,19.333333333333332,17.5,9.8
DJ Harris,0.0,15.0,19.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Hooda,12.5,15.0,9.0,17.0,19.333333333333332,0.0,4.0,26.5,13.5,14.0,4.0
DJ Hussey,30.666666666666668,29.25,14.333333333333334,76.33333333333333,15.75,0.0,29.7,21.823529411764707,26.666666666666668,15.0,0.0
DJ Jacobs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.666666666666666,0.0,0.0
DJ Muthuswami,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Thornely,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
DJG Sammy,7.5,15.0,0.0,21.0,41.5,0.0,18.0,15.0,11.0,0.0,0.0
DL Chahar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
DL Vettori,26.0,0.0,25.5,3.0,0.0,0.0,12.0,1.5,0.0,0.0,0.0
DM Bravo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
DNT Zoysa,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DP Nannes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
DP Vijaykumar,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPMD Jayawardene,19.333333333333332,14.8,36.666666666666664,46.75,4.6,25.5,77.66666666666667,21.764705882352942,34.4,13.0,0.0
DR Martyn,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0
DR Smith,20.5,30.94736842105263,27.666666666666668,25.125,62.5,0.0,16.75,44.25,28.4375,0.0,26.6
DS Kulkarni,0.0,10.0,1.0,8.0,10.0,0.0,0.0,2.0,8.0,0.0,10.5
DS Lehmann,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
DT Christian,0.0,2.5,35.0,17.666666666666668,29.0,0.0,25.0,30.0,17.4,14.714285714285714,0.0
DT Patil,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0
DW Steyn,8.0,5.0,9.0,4.6,27.0,0.0,7.0,7.0,6.6,11.0,0.0
EJG Morgan,12.4,35.5,18.0,13.272727272727273,47.0,66.0,29.0,23.0,8.333333333333334,0.0,0.0
ER Dwivedi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
F Behardien,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
F du Plessis,61.333333333333336,31.6,17.75,36.0,7.0,0.0,15.666666666666666,40.6,22.666666666666668,42.25,0.0
FH Edwards,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FY Fazal,0.0,0.0,0.0,0.0,18.2,0.0,23.5,45.0,0.0,0.0,0.0
G Gambhir,45.09090909090909,28.428571428571427,36.275862068965516,17.09090909090909,27.333333333333332,0.0,38.810810810810814,20.0,18.23076923076923,28.4,19.0
GB Hogg,0.0,2.0,0.0,0.0,7.5,0.0,0.0,5.0,0.0,0.0,0.0
GC Smith,25.5,45.5,17.5,37.0,28.666666666666668,0.0,0.0,1.0,5.0,15.0,0.0
GD McGrath,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GH Vihari,4.0,5.5,17.0,15.8,11.5,0.0,1.0,0.0,33.0,0.0,0.0
GJ Bailey,9.6,8.0,27.0,31.5,24.0,0.0,12.0,25.88888888888889,68.0,25.333333333333332,0.0
GJ Maxwell,22.5,13.0,2.0,10.833333333333334,15.0,0.0,11.6,36.90909090909091,19.5,44.0,11.0
GR Napier,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
Gurkeerat Singh,10.0,15.5,17.0,16.333333333333332,0.0,0.0,0.0,14.272727272727273,0.0,51.0,0.0
H Das,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HH Gibbs,60.0,16.2,22.0,29.555555555555557,25.0,0.0,28.0,13.0,31.25,0.0,0.0
HH Pandya,35.0,22.0,27.5,0.0,0.0,0.0,1.0,24.5,16.7,16.75,10.0
HM Amla,29.666666666666668,0.0,35.0,0.0,0.0,0.0,25.0,76.25,0.0,29.0,65.0
HV Patel,8.6,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harbhajan Singh,4.25,22.0,6.75,6.666666666666667,18.333333333333332,0.0,13.0,10.0,17.11111111111111,38.5,0.0
Harmeet Singh,0.0,0.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
Harpreet Singh,1.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0
I Malhotra,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I Sharma,0.0,7.0,0.0,8.5,4.0,0.0,5.0,1.0,11.0,0.0,0.0
IC Pandey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IK Pathan,31.5,52.5,20.1875,19.4,19.666666666666668,0.0,49.0,20.0625,13.5,14.0,2.0
IR Jaggi,0.0,0.0,0.0,40.0,0.0,0.0,11.333333333333334,0.0,2.0,0.0,0.0
Imran Tahir,0.0,0.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Iqbal Abdulla,24.0,0.0,6.0,2.0,1.0,0.0,16.0,0.0,6.0,0.0,33.0
Ishan Kishan,0.0,0.0,2.0,0.0,0.0,0.0,0.0,29.0,0.0,31.0,21.416666666666668
J Arunkumar,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Botha,9.5,0.0,22.333333333333332,27.666666666666668,10.5,14.0,6.0,8.5,45.0,7.0,0.0
J Suchith,4.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0
J Syed Mohammad,13.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
J Theron,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
J Yadav,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JA Morkel,27.2,23.142857142857142,25.333333333333332,13.0,36.4,22.0,37.0,24.5,8.5,13.0,0.0
JC Buttler,29.5,0.0,30.0,0.0,0.0,0.0,15.0,36.666666666666664,24.5,27.333333333333332,18.0
JD Ryder,29.25,29.333333333333332,60.0,3.5,18.0,0.0,15.0,13.333333333333334,10.5,20.8,0.0
JD Unadkat,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
JDP Oram,9.0,9.0,0.0,41.0,1.5,0.0,0.0,17.0,0.0,0.0,0.0
JDS Neesham,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JE Taylor,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
JEC Franklin,0.0,13.0,0.0,0.0,13.0,0.0,0.0,22.0,35.285714285714285,32.0,0.0
JH Kallis,38.714285714285715,18.77777777777778,20.77777777777778,23.5,29.285714285714285,45.0,24.73076923076923,21.666666666666668,37.22222222222222,1.0,0.0
JJ Bumrah,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0
JJ Roy,0.0,0.0,0.0,31.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0
JJ van der Wath,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
JM Kemp,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JO Holder,0.0,0.0,0.0,6.0,0.0,0.0,10.666666666666666,0.0,0.0,0.0,0.0
JP Duminy,94.0,10.666666666666666,46.733333333333334,27.6,68.5,0.0,46.5,31.75,47.714285714285715,28.5,48.0
JP Faulkner,42.0,8.5,19.0,19.0,14.928571428571429,0.0,1.0,27.5,7.0,14.0,22.2
JR Hopes,27.0,23.75,38.0,0.0,16.0,0.0,18.0,19.0,27.5,0.0,0.0
Jaskaran Singh,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Joginder Sharma,0.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K Goel,19.0,13.0,38.0,0.0,13.5,0.0,3.0,14.2,18.0,0.0,0.0
K Rabada,0.0,0.0,18.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K Upadhyay,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KA Pollard,44.333333333333336,24.6,49.0,33.0,32.57142857142857,0.0,58.0,27.0,23.636363636363637,16.5,21.333333333333332
KAJ Roach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
KB Arun Karthik,1.0,5.0,5.0,0.0,3.0,0.0,0.0,6.0,31.0,0.0,0.0
KC Cariappa,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KC Sangakkara,27.25,18.75,25.0,19.41176470588235,19.75,0.0,17.428571428571427,26.88235294117647,35.142857142857146,39.666666666666664,0.0
KD Karthik,15.444444444444445,29.8,25.625,20.333333333333332,18.5,0.0,20.714285714285715,23.647058823529413,21.214285714285715,44.0,29.375
KH Pandya,37.0,0.0,53.0,0.0,0.0,0.0,51.0,19.0,34.42857142857143,25.0,29.0
KJ Abbott,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0
KK Cooper,0.0,0.0,17.0,0.0,11.5,0.0,0.0,13.0,0.0,0.0,0.0
KK Nair,110.0,9.5,29.5625,37.333333333333336,17.818181818181817,0.0,19.666666666666668,19.666666666666668,5.0,32.0,17.0
KL Rahul,37.57142857142857,25.0,25.0,31.0,6.666666666666667,0.0,14.0,17.5,27.0,0.0,51.0
KM Jadhav,24.857142857142858,32.0,25.857142857142858,38.333333333333336,0.0,6.0,10.0,1.0,29.5,21.5,69.0
KMDN Kulasekara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
KP Appanna,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KP Pietersen,26.2,23.0,27.444444444444443,59.333333333333336,51.5,0.0,13.0,32.0,41.666666666666664,39.0,0.0
KS Williamson,0.0,0.0,56.5,35.5,0.0,0.0,47.0,0.0,2.0,18.0,0.0
KV Sharma,27.0,30.0,0.0,15.25,3.3333333333333335,0.0,24.0,14.5,8.25,6.0,0.0
KW Richardson,1.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0
Kamran Akmal,0.0,53.0,0.0,12.0,10.5,0.0,0.0,24.0,18.0,0.0,0.0
Kamran Khan,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karanveer Singh,0.0,2.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0
Kuldeep Yadav,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
L Ablish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L Balaji,1.0,6.5,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
L Ronchi,8.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
LA Carseldine,0.0,0.0,0.0,39.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
LA Pomersbach,39.5,4.5,25.0,23.5,0.0,0.0,0.0,14.75,83.0,0.0,0.0
LH Ferguson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LJ Wright,7.0,2.0,44.0,0.0,0.0,0.0,0.0,34.0,0.0,19.0,0.0
LMP Simmons,63.5,36.5,50.5,51.0,37.0,0.0,5.0,59.0,49.5,5.5,0.0
LPC Silva,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LR Shukla,8.0,11.5,15.0,23.5,14.666666666666666,0.0,13.857142857142858,5.0,23.0,0.0,0.0
LRPL Taylor,23.454545454545453,33.333333333333336,18.1,20.5,37.25,2.0,101.0,0.0,39.5,13.0,0.0
M Ashwin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M Kaif,20.5,10.0,9.333333333333334,51.0,24.0,0.0,0.0,8.2,16.0,0.0,0.0
M Kartik,17.0,22.0,0.0,12.0,0.0,0.0,5.0,0.0,10.5,26.0,0.0
M Klinger,24.0,0.0,10.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
M Manhas,10.0,18.666666666666668,67.5,28.0,18.666666666666668,0.0,0.0,31.5,21.5,3.6666666666666665,0.0
M Morkel,19.0,2.0,13.0,0.0,7.0,0.0,5.0,16.0,5.0,1.0,0.0
M Muralitharan,3.0,2.6666666666666665,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
M Ntini,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
M Rawat,4.0,0.0,4.5,0.0,9.0,0.0,5.0,27.0,1.0,0.0,0.0
M Vijay,23.5,30.166666666666668,29.272727272727273,23.25,47.42857142857143,22.0,24.0,18.714285714285715,20.23076923076923,38.0,48.5
M Vohra,23.333333333333332,25.0,17.0,32.5,0.0,0.0,30.0,21.125,36.0,57.0,20.0
M de Lange,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA Agarwal,17.666666666666668,17.0,16.727272727272727,12.833333333333334,26.0,33.0,0.0,20.25,19.166666666666668,8.666666666666666,0.0
MA Khote,0.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
MA Starc,11.8,1.0,0.0,6.0,18.0,0.0,12.0,0.0,0.0,0.0,0.0
MC Henriques,37.666666666666664,19.0,37.0,31.8,14.5,0.0,15.0,16.0,25.333333333333332,7.0,7.5
MC Juneja,0.0,2.0,21.8,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
MD Mishra,4.0,5.5,7.0,20.857142857142858,0.0,0.0,0.0,0.0,10.0,39.0,0.0
MDKJ Perera,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEK Hussey,35.0,44.17391304347826,29.25,26.5,70.0,20.0,54.0,4.0,25.0,9.0,0.0
MF Maharoof,18.0,0.0,19.5,0.0,0.0,0.0,6.0,7.0,48.0,0.0,0.0
MG Johnson,16.0,2.0,7.0,4.0,1.0,0.0,7.0,9.0,12.0,13.0,0.0
MJ Clarke,13.0,0.0,0.0,0.0,16.0,0.0,13.0,0.0,14.0,21.0,0.0
MJ Guptill,9.0,0.0,50.0,23.0,0.0,0.0,0.0,12.5,19.0,0.0,0.0
MJ Lumb,0.0,0.0,0.0,0.0,30.8,0.0,0.0,62.0,0.0,0.0,0.0
MJ McClenaghan,12.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,10.5,2.0,1.0
MK Pandey,43.2,8.25,46.75,24.5,26.8,0.0,26.36842105263158,14.6,36.375,29.333333333333332,12.0
MK Tiwary,50.0,17.6,22.071428571428573,18.333333333333332,36.5,1.0,29.125,72.0,50.25,22.5,31.0
ML Hayden,58.0,44.69230769230769,29.0,34.0,25.5,0.0,70.0,12.666666666666666,44.0,0.0,0.0
MM Patel,0.0,0.0,23.0,0.0,5.0,0.0,4.0,0.0,1.0,1.0,0.0
